#,Song,Artist,Genres,Album,Album Date
30,FINAL ACT: TOKYO,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",TOKYO Drift Club,2021-11-01
31,End of TOKYO,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",End of TOKYO,2022-10-20
32,results: s rank,optic core,"breakcore, jungle, breakbeat, drum and bass, speedcore",otherworld,2022-12-30
33,virtual beauty,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",virtual beauty,2022-11-12
34,Pure Judgement,amore,"breakcore, jungle",Pure Judgement,2022-10-14
35,WELCOME 2 ESCAPE,black balloons,"breakcore, jungle, breakbeat, drum and bass",escape FM,2022-12-02
36,Runners,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",Runners,2022-12-10
37,back to tha,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",back to tha,2022-12-13
38,feelin you,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",feelin you,2022-01-10
39,heaven's night,optic core,"breakcore, jungle, breakbeat, drum and bass, speedcore",otherworld,2022-12-30
40,pitstop + refuel,Yesterdayneverhappened,"breakcore, jungle, speedcore",The Demon At Dusk,2022-10-28
42,Trancendence,"Nedaj, Young Mooski","breakcore, jungle, breakbeat, speedcore, drum and bass",Trancendence,2022-12-23
43,RR,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",RR,2022-01-10
44,urban noise,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",urban noise,2022-01-10
45,shine,Amal,"breakcore, baltimore club, jungle, footwork, jersey club",gleam,2021-05-14
46,Smoke,"Racquan, CleavageCrumbz","breakcore, jungle",Heavy Handed,2022-12-18
47,DIGITAL HYPE,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",DIGITAL HYPE,2022-08-25
48,corsa,"Nedaj, Purity Filter","breakcore, jungle, breakbeat, speedcore, drum and bass",NO MERCY,2022-12-02
49,way 2 good (idc),Dazegxd,"breakcore, jungle, rally house",way 2 good (idc),2022-09-16
50,Megaplex,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",Megaplex,2022-01-10
51,_ACiD::_REDUX_,optic core,"breakcore, jungle, breakbeat, drum and bass, speedcore",_ACiD::_REDUX_,2022-09-16
52,d(s)peration protocol,Yesterdayneverhappened,"breakcore, jungle, speedcore",The Demon At Dusk,2022-10-28
53,virtual beauty (cassette edit),LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",virtual beauty,2022-11-12
54,PLAYER SELECT,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",PLAYER SELECT,2022-01-10
55,everyday person,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",Lucky!,2022-07-20
56,dysphoria (lullaby mix),black balloons,"breakcore, jungle, breakbeat, drum and bass",escape FM,2022-12-02
57,Life Between Lives,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",Life Between Lives,2022-09-04
58,Sweater - Swami Sound & Age Remix,"Tama Gucci, Swami Sound, Age","breakcore, uk garage, jungle",Almost Blue (After Hours Deluxe),2022-09-27
59,GOGOGO,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",GOGOGO,2022-01-10
60,LETMEGO,black balloons,"breakcore, jungle, breakbeat, drum and bass",LETMEGO,2022-07-29
61,GENESIS (JIN BOOTLEG),"Nedaj, jinkasei","breakcore, jungle, breakbeat, speedcore, drum and bass",ENDPOINT BOOTLEGS,2022-10-07
62,ESCAPE,"Nedaj, amore","breakcore, jungle, breakbeat, speedcore, drum and bass",ESCAPE,2022-08-05
63,6am - TOKYOPILL Remix,"Young Mooski, TOKYOPILL","breakcore, jungle, speedcore, breakbeat, drum and bass",6am (TOKYOPILL Remix),2022-09-30
64,FALLEN ANGELS,black balloons,"breakcore, jungle, breakbeat, drum and bass",escape FM,2022-12-02
65,chasing time,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",chasing time,2022-01-10
66,midnight marauders,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",medicalmechanica,2021-12-03
67,Z.O.E,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",Z.O.E,2022-01-10
68,NEGATIVE DEGREES,MaybeImTyler,"breakcore, jungle, breakbeat",NEGATIVE DEGREES,2022-09-02
69,come2myworld,"Yesterdayneverhappened, Cartier God","breakcore, jungle, speedcore, cloud rap",The Demon At Dusk,2022-10-28
70,Back In The Day - Soulecta Dub,"Swami Sound, CVMILLE, Soulecta","breakcore, uk garage, latin r&b, bassline, uk funky",Back In The Day (Soulecta Dub),2022-08-12
71,mistake,"Dazegxd, Leon English","breakcore, jungle, rally house",##extra zone 2,2022-07-12
72,Stereo,"Sadbalmain, Nedaj","breakcore, jungle, breakbeat, speedcore, drum and bass",PURGATORY,2022-08-12
73,ULTRA 99,IX Fall$,"breakcore, jungle, speedcore",ULTRA 99,2022-12-09
74,Pxldll,Downhill2k01,"breakcore, jungle, breakbeat, idm",Pxldll,2022-08-19
75,The Archangel,amore,"breakcore, jungle",The Archangel,2022-08-26
76,+ n o t i c e +,Emma Aibara,"breakcore, jungle",+ n o t i c e +,2022-08-13
77,60FPS - Star Trash Remix,"Blksmiith, Star Trash","breakcore, jungle, breakbeat, drum and bass, speedcore",A MESSAGE FROM MY DIGITAL TWIN,2022-07-08
78,2g K,"Jaxifyer, *teeth","breakcore, jungle, speedcore",2g K,2022-08-05
79,Effect,gum.mp3,"breakcore, jungle, rally house",Wagenmuzik,2022-07-14
80,binary,asc,"breakcore, jungle, rally house",binary,2021-05-22
82,Different Places,"Fifty Grand, optic core","breakcore, cloud rap, jungle, breakbeat, drum and bass, speedcore",Different Places,2022-02-22
83,Dance,Sadbalmain,"breakcore, jungle",PURGATORY,2022-08-12
84,Skipping my Meds,"POSITIVE+, LVCA LEON, Egofear","breakcore, jungle, speedcore",D-R-O-W-N,2022-07-15
86,CHERRY,NOTION,"bassline, bass house, uk garage, drum and bass",OUTSIDER,2022-02-11
87,Refuse,Swami Sound,"breakcore, uk garage",Refuse,2022-06-01
88,カガミ,AKIBA,"breakcore, jungle, speedcore, breakbeat",LOST DREAMS,2021-08-27
89,twin snakes,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",twin snakes,2022-01-10
90,substantial,disctr4k,"breakcore, jungle, rally house",progression breaks,2021-12-10
91,feelin you,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",feelin you,2021-08-02
92,When she fell from the sky,"Yung Lain, j1nabae","breakcore, jungle, speedcore, breakbeat, rally house",When she fell from the sky,2022-06-10
93,HOLDMECLOSE,black balloons,"breakcore, jungle, breakbeat, drum and bass",HOLDMECLOSE,2022-05-20
94,Lovedata,Heatace,"breakcore, jungle, speedcore",Lovedata,2022-05-07
95,GENESIS,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",GENESIS,2022-06-17
96,trails of light,"disctr4k, fusoxide","breakcore, jungle, rally house",progression breaks,2021-12-10
97,RUN,"Nedaj, Sadbalmain","breakcore, jungle, breakbeat, speedcore, drum and bass",GENESIS,2022-06-17
98,Stand-Upon The Earth,"jinkasei, 1rokit","breakcore, jungle, speedcore",Hyperscapism,2022-06-24
99,pastel dream,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",pastel dream,2022-01-10
100,AURA,"Nedaj, TOKYOPILL","breakcore, jungle, breakbeat, speedcore, drum and bass",AURA,2022-04-29
101,blame,"Dazegxd, Af1shawty","breakcore, jungle, rally house",blame,2022-03-31
102,FINAL FANTASY,black balloons,"breakcore, jungle, breakbeat, drum and bass",FINAL FANTASY,2022-04-22
103,New Pain,"yion, Folded Voices","breakcore, jungle",Digital Rain,2022-04-29
104,ONLINE INDUCED HIGH,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",ONLINE INDUCED HIGH,2022-07-07
105,Dreamcosm,"optic core, Outback","breakcore, jungle, breakbeat, drum and bass, speedcore",Dreamcosm,2021-06-18
106,Third Space,"Eldia, Age, optic core","breakcore, jungle, speedcore, breakbeat, drum and bass",Noise0002,2021-02-01
107,Pretty Ghost,Purity Filter,"breakcore, speedcore, jungle",Nova,2021-03-24
108,b4 - TOKYOPILL Remix,"Heatace, TOKYOPILL","breakcore, jungle, speedcore, breakbeat, drum and bass",b4 (TOKYOPILL Remix),2022-04-16
109,E t h e r e a l,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",E t h e r e a l,2021-07-14
110,ENIGMA,"Nedaj, Sadbalmain","breakcore, jungle, breakbeat, speedcore, drum and bass",GENESIS,2022-06-17
111,Ancient_Fossils_187s195t,Lil Kevo 303,"breakcore, speedcore, jungle, gabber, breakbeat",The Taste of Food Is My Reason for Living,2020-10-31
112,No! Surrender,"Golden Boy, Deejay Chainwallet","breakcore, speedcore, jungle, gabber, breakbeat",Dream Jungle,2021-07-16
113,AUTOGUN,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",BERSERK,2021-10-28
115,Code,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Code,2022-01-21
116,thinking about u,"Dazegxd, gum.mp3","breakcore, jungle, rally house",thinking about u,2021-11-09
117,save file 1,optic core,"breakcore, jungle, breakbeat, drum and bass, speedcore",save room,2021-12-24
119,Eclipse,"Sadbalmain, Nedaj","breakcore, jungle, breakbeat, speedcore, drum and bass",EUPHORIA,2021-07-29
120,Keygen,optic core,"breakcore, jungle, breakbeat, drum and bass, speedcore",Keygen,2021-05-14
121,care4me,black balloons,"breakcore, jungle, breakbeat, drum and bass",care4me,2022-02-11
122,Has To Be (dnb),"CapzLock, TOKYOPILL","breakcore, jungle, speedcore, breakbeat, drum and bass",Has To Be (Remixes),2022-02-25
123,LET U GO,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",BERSERK,2021-10-28
124,s u b m e r g e,maladapt,"breakcore, jungle",s u b m e r g e,2022-01-21
125,anaesthesia,In Explosions,"breakcore, jungle, stutter house",anaesthesia,2021-12-19
126,Virtual Tears,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Virtual Tears,2021-11-30
127,Midnight City Centre,optic core,"breakcore, jungle, breakbeat, drum and bass, speedcore",Shell Complex,2021-04-09
128,9°,DreamWeaver,"breakcore, jungle",Cloud9,2020-02-09
129,T O K Y O F R U I T !,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Abandon The Flesh !,2021-07-17
130,Damage,"Eldia, Dazegxd, optic core, Lyustra","breakcore, jungle, speedcore, rally house, breakbeat, drum and bass",Noise0002,2021-02-01
131,Ghost,Machine Girl,"breakcore, speedcore, jungle, hyperpop",Wlfgrl,2014-02-17
132,N-S-S-H,POSITIVE+,"breakcore, jungle",Devoid of All,2022-05-27
133,Is your online persona an untamed unfiltered version of yourself?,Pisca,"breakcore, speedcore, jungle",Easy Revenge,2020-10-31
134,Hard Noize - Break Remix,"Dillinja, Break","jungle, drum and bass, breakcore, breakbeat, liquid funk",Hard Noize (Break Remix) / Tubes,2020-06-12
135,Knife Emoji,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Knife Emoji,2022-04-01
136,progression (140bpm),cat mother,"breakcore, hyperpop",sounds from your computer vol. 1 4/12/21,2021-04-12
137,Finger on the Trigger,Jak3 / Trashman,"breakcore, experimental hip hop, phonk, jungle, rally house",Hellworld,2018-04-04
138,Break It Off,PinkPantheress,bedroom pop,Break It Off,2021-06-04
140,Aire / Memory,"Eldia, Iphi","breakcore, jungle, speedcore, neoperreo",Noise0002,2021-02-01
141,moment,asc,"breakcore, jungle, rally house",moment,2022-05-28
142,Together,Logistics,"liquid funk, drum and bass, jungle",Spacejams,2010-11-15
143,Hidden by Light,"DreamWeaver, botanical anomaly","breakcore, jungle, witch house",Cloud9,2020-02-09
144,Shell Zero Suit,"Eldia, Dazegxd, optic core","breakcore, jungle, speedcore, rally house, breakbeat, drum and bass",Noise0002,2021-02-01
145,Magpie - Nia Archives Remix,"Lava La Rue, Congo Natty, Phoebs, Nia Archives","alternative r&b, jungle, drum and bass, ragga, dub, uk garage",Magpie (Nia Archives Remix),2021-06-03
146,Arrowheads,POSITIVE+,"breakcore, jungle",Arrowheads,2022-06-05
147,Pink Blood +,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Abandon The Flesh !,2021-07-17
148,Pu-Li-Ru-La,Golden Boy,"breakcore, speedcore, jungle, gabber, breakbeat",Prince of the Cyber Rave,2020-02-21
149,Calcium,MIMIDEATH,"breakcore, hyperpop, speedcore",Effective. Power,2020-03-20
150,soft spot,"piri, Tommy Villiers","uk garage, rally house, liquid funk, drum and bass",soft spot,2021-06-04
151,Passion,PinkPantheress,bedroom pop,Passion,2021-07-01
152,4ÆM,Grimes,art pop,Miss Anthropocene (Deluxe Edition),2020-02-21
154,DESTROY The Wired,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Welcome To The Wired!,2021-09-10
155,Butterfly,VIIZERO7,breakcore,Butterfly,2021-06-25
156,Fayes Theme,Nfract,"breakcore, speedcore, jungle",Love In Fragments,2021-02-20
157,free,BirraTheGunslinger,breakcore,living on borrowed time,2021-07-02
158,Bleeding Reflection,Nfract,"breakcore, speedcore, jungle",Bleeding Reflection,2020-09-18
159,Distortion,C!erra My$t,"breakcore, speedcore, jungle",Witness of Another World,2020-08-13
161,Depraved Voices,Nfract,"breakcore, speedcore, jungle",Depraved Voices,2021-01-09
162,Spirit Gun,Golden Boy,"breakcore, speedcore, jungle, gabber, breakbeat",Prince of the Cyber Rave,2020-02-21
163,100PERCENTFEELINGS,Harmful Logic,"breakcore, speedcore, jungle",SOULGEMCOLLECTION,2019-01-23
164,g'LOSS,Yandere,"breakcore, hyperpop, speedcore",g'LOSS,2020-09-04
165,Altered Reality,"DreamWeaver, botanical anomaly","breakcore, jungle, witch house",Cloud9,2020-02-09
166,B r e a t h e .,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Welcome To The Wired!,2021-09-10
167,Ginger Claps,Machine Girl,"breakcore, speedcore, jungle, hyperpop",Wlfgrl,2014-02-17
168,Hexing the Moon,Vertigoaway,"breakcore, speedcore, jungle, hyperpop",Jungle Witch ///,2020-09-06
169,text me back,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",VIRTUAL DEATH 9 5,2021-07-29
170,Accel Xcore,"DJ Kuroneko, MANAPOOL","breakcore, speedcore, jungle, breakbeat",PHANTOMA,2021-01-21
171,Dreamscape09,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Era9,2020-11-19
172,Krystle - URL Cyber Palace Mix,Machine Girl,"breakcore, speedcore, jungle, hyperpop",Wlfgrl,2014-02-17
174,Partymonst3r,Yesterdayneverhappened,"breakcore, jungle, speedcore",Partymonst3r,2021-06-15
175,goes nowhere,"Nosgov, Avast","hyperpop, breakcore",goes nowhere,2021-01-22
176,Experiment: E u p h o r i a,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Experiment: E u p h o r i a,2021-08-30
177,Gotham Love,BAKGROUND,"breakcore, jungle, rally house",LT-GLOBE-XXX,2019-10-25
178,FeverDream:raindance,DreamWeaver,"breakcore, jungle",Cloud9,2020-02-09
179,Anything to Gain/Nothing to Lose [Kaizo Slumber Mix] - Fax Gang Remix,"Kaizo Slumber, Fax Gang","breakcore, speedcore, jungle, gabber, hyperpop, cloud rap","Kaizo Demos, Vol. 1: My Friend Torimoti",2021-02-12
180,junglephobia,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",VIRTUAL DEATH 9 5,2021-07-29
181,self Worth,Harmful Logic,"breakcore, speedcore, jungle",self Worth,2020-07-03
182,COLD HEARTS CLUB,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",VIRTUAL DEATH 9 5,2021-07-29
183,Girls Just Want 2 Have Fun,MIMIDEATH,"breakcore, hyperpop, speedcore",Effective. Power,2020-03-20
184,Jpeg,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Era9,2020-11-19
185,Cross My Heart And Hope To Die,Harmful Logic,"breakcore, speedcore, jungle",Cross My Heart And Hope To Die,2021-06-18
186,20°,Dazegxd,"breakcore, jungle, rally house",##extra zone,2021-12-29
188,Matrix,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Era9,2020-11-19
189,save file 3,"optic core, Age","breakcore, jungle, breakbeat, drum and bass, speedcore",save room,2021-12-24
190,ghost,Zaphyre,"breakcore, speedcore, jungle",Lifeforce,2020-01-17
191,ZERO»NOVA»BLOSSOM»___,Machine Girl,"breakcore, speedcore, jungle, hyperpop",Gemini,2015-07-28
192,Resonance,DV-i,"breakcore, jungle, speedcore",Resonance,2021-06-09
193,Kashmir,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Kashmir,2021-06-20
194,Give Up Because There Is No Point,Jaxifyer,"breakcore, jungle, speedcore",Hope Lost,2020-07-29
195,Inject The Web,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",VIRTUAL DEATH 9 5,2021-07-29
196,uuuuu,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",Stasis (log),2021-01-01
197,DEATHSCORE,"Isaac Thursday, Vito Forza, Zach SantaBarbara","breakcore, jungle, speedcore",H0L0G4A9H1C B3D400M,2021-03-08
198,Neko Freestyle,Paradoxically,"breakcore, speedcore, jungle",Fevered Dream,2020-07-09
200,Cherophobia,Jaxifyer,"breakcore, jungle, speedcore",Cherophobia,2020-05-19
201,Indigo2002,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Era9,2020-11-19
202,ligwiybd,"Goreshit, Hitori Tori","breakcore, speedcore, jungle, gabber, hyperpop, idm",Misdirection,2021-04-02
203,Wicked Sound,Golden Boy,"breakcore, speedcore, jungle, gabber, breakbeat",Dream Jungle,2021-07-16
204,G4,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Era9,2020-11-19
205,人々の繋がり,AKIBA,"breakcore, jungle, speedcore, breakbeat",LOST DREAMS,2021-08-27
206,Archive000,"Eldia, Dazegxd","breakcore, jungle, speedcore, rally house",Noise0002,2021-02-01
207,black blue BOO,"Isaac Thursday, Darian","breakcore, jungle, speedcore",H0L0G4A9H1C B3D400M,2021-03-08
208,Nothing to Worry About,Jaxifyer,"breakcore, jungle, speedcore",Hope Lost,2020-07-29
209,Repeater,Goreshit,"breakcore, speedcore, jungle, gabber, hyperpop",I Hardly Knew You.,2016-05-16
210,Love In Fragments,Nfract,"breakcore, speedcore, jungle",Love In Fragments,2021-02-20
211,Holofractal Reality (Junglist Theory),Golden Boy,"breakcore, speedcore, jungle, gabber, breakbeat",Dream Jungle,2021-07-16
212,Wedbecutetoget-her,o0o,"breakcore, hyperpop",Wedbecutetoget-her,2020-11-22
213,IMPLANTED MEMORIES,AKIBA,"breakcore, jungle, speedcore, breakbeat",LOST DREAMS,2021-08-27
214,Club Cyberia,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Abandon The Flesh !,2021-07-17
215,Dreamer,Goreshit,"breakcore, speedcore, jungle, gabber, hyperpop",gnb,2011-11-01
216,Body Parts,Acetantina,"breakcore, speedcore, jungle",Carmen Winstead,2021-05-07
217,Genesis Explorer,Heatace,"breakcore, jungle, speedcore",Inner,2021-01-23
218,LEVEL 999,Isaac Thursday,"breakcore, jungle, speedcore",H0L0G4A9H1C B3D400M,2021-03-08
219,Restless,Golden Boy,"breakcore, speedcore, jungle, gabber, breakbeat",I NEVER MEANT FOR THIS TO HAPPEN,2021-03-05
220,Iba,CubeNatural,"breakcore, speedcore, jungle",Gate Watchers,2020-12-01
222,settings sUCK,Isaac Thursday,"breakcore, jungle, speedcore",H0L0G4A9H1C B3D400M,2021-03-08
223,Void EVENT,Kaizo Slumber,"breakcore, speedcore, jungle, gabber","Kaizo Demos, Vol. 2: Hologram Splendor",2021-03-24
224,The Sign You've Been Waiting On,maladapt,"breakcore, jungle",The Sign You've Been Waiting On,2022-06-03
225,fckfckfck,3l3d3p,"hyperpop, breakcore, glitch",fckfckfck,2021-05-31
226,level 1,cat mother,"breakcore, hyperpop",broken nostalgia ~,2021-04-30
227,Green Comet in the Key of Something,Kaizo Slumber,"breakcore, speedcore, jungle, gabber","Kaizo Demos, Vol. 3: Xeona",2021-06-11
228,.psychopass,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",Audio Diary,2020-02-26
229,Judgment,Passing Currents,"breakcore, jungle, rally house, breakbeat",We Chose You,2021-08-15
230,sendin' my luv,"Dazegxd, gum.mp3","breakcore, jungle, rally house",d&db2.iso,2021-02-11
231,WISH,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",VIRTUAL DEATH 9 5,2021-07-29
232,Afflatus(3ASIC remix),鬼否乐队,"breakcore, jungle",九耳玖支,2017-11-03
233,1 LAST KI$$,SAGEISKAMI,"breakcore, jungle, speedcore",1 LAST KI$$,2021-09-03
234,Kairi,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",Kairi,2020-12-12
235,Protocol Seven,C!erra My$t,"breakcore, speedcore, jungle",Witness of Another World,2020-08-13
236,Let's All Love Lain,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Abandon The Flesh !,2021-07-17
237,accursed bootleg,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",medicalmechanica,2021-12-03
238,rapid,11vx,"breakcore, jungle",rapid,2021-05-12
239,sailor moon breakup,Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",ppp parasites eve (a collection of songs),2021-04-18
240,ESCape,TOKYOPILL,"breakcore, jungle, speedcore, breakbeat, drum and bass",Welcome To The Wired!,2021-09-10
241,bad 4 us,"Dazegxd, gum.mp3","breakcore, jungle, rally house",bad 4 us,2021-09-02
242,crystal sky,DreamWeaver,"breakcore, jungle",Made in Heaven,2020-12-17
243,ワオン存在,AKIBA,"breakcore, jungle, speedcore, breakbeat",ワオン存在,2021-09-11
244,MODES,Agora,"breakcore, jungle, speedcore",HALOS (Remastered),2018-09-12
245,i want to remember,Mello Uun,"breakcore, jungle, speedcore",i want to remember,2021-08-10
246,SS21,Kassgocrazy,"breakcore, hyperpop",Drop Dead Gorgeous,2021-07-29
247,what we did in the desert,eightiesheadachetape,"breakcore, jungle, speedcore",for a while,2020-11-29
248,GORE-TEX HEART,Jawko,"breakcore, speedcore, jungle",GORE-TEX HEART,2021-09-04
249,data drain,LOMAJI,"breakcore, jungle, rally house, breakbeat, drum and bass",data drain,2022-01-10
250,i will get it tattooed (casper flip),Casper Mcfadden,"breakcore, speedcore, jungle, gabber, breakbeat",ppp parasites eve (a collection of songs),2021-04-18
251,Deadly Deep Subs,Dillinja,"jungle, drum and bass, breakcore, breakbeat",Deep / Deadly Deep Subs,2020-11-27
252,Alone,Nedaj,"breakcore, jungle, breakbeat, speedcore, drum and bass",Alone,2021-09-16
253,tell me,"Dazegxd, MON","breakcore, jungle, rally house",tell me,2021-09-10
254,Physical,"Kassgocrazy, Take Van","breakcore, hyperpop",Drop Dead Gorgeous,2021-07-29
255,Pathway,Agora,"breakcore, jungle, speedcore",20.14,2020-10-23
256,lose ya,asc,"breakcore, jungle, rally house",lose ya,2021-08-14
257,I wonder,Fragmented space,"breakcore, speedcore, jungle",Static,2021-09-22
258,save file 2,"optic core, shamana","breakcore, jungle, breakbeat, drum and bass, speedcore",save room,2021-12-24
259,did i do it right?,Revin,"breakcore, jungle, speedcore",did i do it right?,2021-05-25
260,D R E A M C A S T / 2,Fragmented space,"breakcore, speedcore, jungle",D R E A M C A S T / 2,2021-10-02
261,GO-GO,KENTENSHI,breakcore,LIMBO IS BORING,2021-09-17
262,we got you surrounded,Mello Uun,"breakcore, jungle, speedcore",i don't have much to say,2021-10-10
